ਮੈਂ ਖੁਦ ਨਹੀਂ ਸਮਝ ਸਕਿਆ ਕਿ ਕੀ ਹੋ ਰਿਹਾ ਹੈ |,surprise 
ਲੀ ਮਾਰਵਿਨ ਦੁਆਰਾ ਕੀਤੇ ਗਏ ਸਾਰੇ ਇੰਟਰਵਿਊਆਂ ਵਿੱਚੋਂ ਪੋਸਟਸਕਰਿਪਟ ਹੁਣ ਤੱਕ ਦਾ ਸਭ ਤੋਂ ਵੱਡਾ ਹੈਰਾਨੀ ਸੀ,surprise 
ਵਫ਼ਾਦਾਰ ਫ਼ੌਜਾਂ ਦੇ ਹਮਲੇ ਦੇ ਡਰੋਂ 20 ਲੱਖ ਤੋਂ ਵੱਧ ਸ਼ਰਨਾਰਥੀ ਇਲਾਕਾ ਛੱਡ ਕੇ ਭੱਜ ਗਏ ਹਨ,fear
ਕਿੰਨੀ ਬੁਰੀ ਯੋਜਨਾ ਹੈ,anger
ਤੁਸੀਂ ਮੈਨੂੰ ਹੌਸਲਾ ਦਿੰਦੇ ਹੋ,happy
ਕੀ ਤੁਸੀਂ ਇਸ ਐਪ ਨੂੰ ਸੁਧਾਰ ਸਕਦੇ ਹੋ,sad
ਉਸਦੇ ਗੁੱਸੇ ਨੇ ਉਸਨੂੰ ਨੁਕਸਾਨ ਹੀ ਪਹੁੰਚਾਇਆ,anger
ਉਸਨੂੰ ਫੜੇ ਜਾਣ ਦਾ ਡਰ ਸੀ,fear
"ਸਾਡੇ ਕੋਲ ਨਫ਼ਰਤ ਤੋਂ ਬਿਨਾਂ ਗੁੱਸਾ, ਨਿਰਣੇ ਤੋਂ ਬਿਨਾਂ ਸਮਝਦਾਰੀ ਅਤੇ ਦਮਨ ਤੋਂ ਬਿਨਾਂ ਨਿੰਦਾ ਅਤੇ ਪ੍ਰਗਟਾਵੇ ਹੋ ਸਕਦਾ ਹੈ",anger
ਕੀ ਹੋ ਰਿਹਾ ਹੈ,Neutral
ਰਾਜਧਾਨੀ 'ਤੇ ਬੰਬ ਹਮਲਾ ਚੋਣਾਂ ਤੋਂ ਪਹਿਲਾਂ ਦੀ ਅੱਤਵਾਦੀ ਮੁਹਿੰਮ ਦੀ ਸ਼ੁਰੂਆਤ ਦਾ ਸੰਕੇਤ ਦੇ ਸਕਦਾ ਹੈ ,fear
ਉਹ ਇਸ ਦੀ ਮੂਰਖਤਾ ਤੋਂ ਦੁਖੀ ਸੀ,sad
ਗੁੱਸੇ ਵਿੱਚ ਆਵਾਰਾ ਕੁੱਤੇ ਨੇ ਕਈ ਹੋਰ ਕੁੱਤਿਆਂ ਨੂੰ ਕੱਟ ਲਿਆ,anger
ਮੇਰੇ ਸਾਹਮਣੇ ਉਹ ਚੀਜ਼ਾਂ ਵਾਪਰੀਆਂ ਜਿਨ੍ਹਾਂ ਦੀ ਮੈਂ ਕਦੇ ਕਲਪਨਾ ਵੀ ਨਹੀਂ ਕਰ ਸਕਦਾ ਸੀ,surprise 
ਹੂਰੇ! ਇੱਕ ਨੰਬਰ ਕੂਪਨ ਮਿਲਿਆ,happy
"ਨਿਗੀਰੀ ਸੁਸ਼ੀ ਨੋਮਾ ਦਾ ਸ਼ੈੱਫ-ਡੀਓਵਰ ਹੈ, ਇਸ ਲਈ ਸੁਆਦ ਅਤੇ ਹੈਰਾਨੀਜਨਕ ਤਾਲੂਆਂ ਨੂੰ ਵਧਾਉਣ ਲਈ ਪ੍ਰਬੰਧ ਕੀਤਾ ਗਿਆ ਹੈ",surprise 
ਪੈਸੇ ਲਈ ਧੰਨਵਾਦ ਮੇਰੇ ਦੋਸਤ,happy
"ਵਾਸ਼ਿੰਗਟਨ ਨੇ 4 ਅਕਤੂਬਰ ਨੂੰ ਹੋਵੇ ਦੀ ਗੈਰੀਸਨ 'ਤੇ ਅਚਾਨਕ ਹਮਲਾ ਕੀਤਾ, ਜਿਸ ਨੂੰ ਆਖਰਕਾਰ ਵਾਪਸ ਲਿਆ ਗਿਆ",surprise 
ਇਸ ਦੁਖਦਾਈ ਖ਼ਬਰ ਨੇ ਸਾਨੂੰ ਝਟਕਾ ਦਿੱਤਾ ਹੈ,sad
"ਜਦ ਤੁਹਾਨੂੰ ਦੂਜਿਆਂ ਕਰਕੇ ਜਾਂ ਕਿਸੇ ਗੱਲ ਕਰਕੇ ਗੁੱਸਾ ਆਉਂਦਾ ਹੈ, ਤਾਂ ਜੋ ਮੂੰਹ ਆਇਆ, ਉਹ ਨਾ ਕਹੋ",anger
ਇਹ ਉਸਦੇ ਪੇਟ ਦੇ ਟੋਏ ਵਿੱਚ ਇੱਕ ਠੰਡੇ ਗੁੱਸੇ ਨਾਲ ਬਦਲ ਗਿਆ ਸੀ ਜਦੋਂ ਉਹ ਆਪਣੇ ਅਖੌਤੀ ਪਿਤਾ ਵੱਲ ਵੇਖ ਰਹੀ ਸੀ,anger
ਉਨ੍ਹਾਂ ਦਾ ਫੋਨ ਆਉਣ 'ਤੇ ਮੈਂ ਹੈਰਾਨ ਰਹਿ ਗਿਆ,surprise 
ਮੈਨੂੰ ਇਹ ਐਪ ਬਹੁਤ ਪਸੰਦ ਹੈ,happy
ਇਹ ਟੂਟੀ ਐਪ ਹੈ,anger
ਰੇਲਗੱਡੀ ਨੇ ਗਧੇ ਨੂੰ ਮਾਰ ਦਿੱਤਾ ਹੈ,sad
"ਆਸ਼ਾ ਬੇਸਬਰੀ ਨਾਲ ਇੰਤਜ਼ਾਰ ਕਰ ਰਹੀ ਸੀ, ਡਰ ਅਤੇ ਉਤਸੁਕਤਾ ਦੇ ਨਿਸ਼ਾਨ ਨਾਲ, ਉਸ ਦੇ ਦਿਲ ਦੀ ਧੜਕਣ ਸੰਭਾਵਨਾ 'ਤੇ ਥੋੜ੍ਹੀ ਤੇਜ਼ ਹੋ ਗਈ ਸੀ",fear
ਮੈਂ ਇਸ ਸਮੇਂ ਸਦਮੇ ਅਤੇ ਅਵਿਸ਼ਵਾਸ ਦੀ ਸਥਿਤੀ ਵਿੱਚ ਹਾਂ,surprise 
ਨੰਬਰ ਦੀ ਪੇਸ਼ਕਸ਼ ਮਿਲੀ,happy
ਉਹ ਮੇਰੇ ਨਾਲ ਨਾਰਾਜ਼ ਹੈ,anger
ਪ੍ਰਿੰਸੀਪਲ ਨੂੰ ਮੁੰਡਿਆਂ 'ਤੇ ਗੁੱਸਾ ਸੀ,anger
ਮੈਂ ਸ਼ਾਇਦ ਹੀ ਪੁਲਿਸ ਦੇ ਨਵੀਨਤਮ ਸੁਝਾਵਾਂ ਨੂੰ ਆਮ ਲੋਕਾਂ ਵਿੱਚ ਡਰ ਦੇ ਪੱਧਰਾਂ 'ਤੇ ਲਾਹੇਵੰਦ ਪ੍ਰਭਾਵ ਪਾਉਂਦੇ ਵੇਖ ਸਕਦਾ ਹਾਂ,fear
ਇਹ ਕੀ ਬਕਵਾਸ ਹੈ,anger
"ਉਹ ਇੱਕ ਉਤਸੁਕ ਯੂਰੋਫਾਈਲ ਹੈ, ਪਰ ਪੋਲੈਂਡ ਨਾਲ ਕਿਵੇਂ ਵਿਵਹਾਰ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਇਸ 'ਤੇ ਉਸਦਾ ਗੁੱਸਾ ਸਪੱਸ਼ਟ ਸੀ",anger
ਦੰਗਿਆਂ ਵਿੱਚ ਫਸੇ ਨਿਰਦੋਸ਼ ਪੀੜਤਾਂ ਨੇ ਬੀਤੀ ਰਾਤ ਆਪਣੇ ਆਤੰਕ ਦੀ ਗੱਲ ਕੀਤੀ ਕਿਉਂਕਿ ਇੱਕ ਭੀੜ ਉਨ੍ਹਾਂ ਦੇ ਘਰ ਬੁਲਾਉਂਦੀ ਹੈ,fear
ਇਸ ਕੈਬ ਨੂੰ ਦੁਬਾਰਾ ਸਮੇਂ ਸਿਰ ਬੁੱਕ ਨਹੀਂ ਕੀਤਾ ਗਿਆ,sad
ਮੈਨੂੰ ਡਰ ਹੈ ਕਿ ਕੋਈ ਮੇਰੇ ਨਾਲ ਧੋਖਾ ਕਰ ਸਕਦਾ ਹੈ,fear
ਇਹ ਬੁਰਾ ਹੈ,sad
"ਫਿਰ ਵੀ, ਹਾਵ-ਭਾਵ ਉਸ ਨੂੰ ਪਿਛਲੀ ਰਾਤ ਨਾਲੋਂ ਬਿਲਕੁਲ ਵੱਖਰੇ ਜਜ਼ਬਾਤ ਨਾਲ ਭਰ ਰਿਹਾ ਸੀ, ਗੁੱਸੇ ਅਤੇ ਗੁੱਸੇ 'ਤੇ ਕਾਬੂ ਪਾ ਰਿਹਾ ਸੀ",anger
ਵਾਹ ਯਾਰ ਛੂਟ ਚੱਲ ਰਹੀ ਹੈ,happy
ਮੇਰਾ ਸੰਤੁਲਨ ਪਾਗਲ ਕਿਵੇਂ ਹੋ ਸਕਦਾ ਹੈ,anger
ਇੱਕ ਸ਼ਾਂਤ ਅਤੇ ਨਿਰਲੇਪ ਵਿਅਕਤੀ ਦੀ ਬੇਵਕਤੀ ਮੌਤ ਬਹੁਤ ਉਦਾਸੀ ਨਾਲ ਹੋਈ ਸੀ,sad
ਉਹਨਾਂ ਦੀ ਸੇਵਾ ਸਮਝ ਤੋਂ ਪਰੇ ਹੈ,sad
ਚੰਗੀ ਸੇਵਾ,happy
ਇਹ ਹੋਟਲ ਬਹੁਤ ਵਧੀਆ ਸੀ,happy
"ਮੇਰੇ ਕੋਲ ਬਹੁਤ ਚੰਗੇ ਅਧਿਆਪਕ ਸਨ ਅਤੇ ਮੈਨੂੰ ਸਕੂਲ ਦੇ ਕੰਮ ਵਿੱਚ ਕੋਈ ਸਮੱਸਿਆ ਨਹੀਂ ਸੀ, ਪਰ ਮੈਂ ਸਕੂਲ ਨੂੰ ਇੱਕ ਨਾਖੁਸ਼ ਜਗ੍ਹਾ ਵਜੋਂ ਯਾਦ ਕਰਦਾ ਜਾਪਦਾ ਹਾਂ",sad
ਮੈਂ ਉਸ ਦੀ ਬੇਰੁਖੀ ਤੋਂ ਹੈਰਾਨ ਸੀ,surprise 
ਇਸ ਖ਼ਬਰ ਨੇ ਮੈਨੂੰ ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਾਲ ਘੇਰ ਲਿਆ ਹੈ,surprise 
ਕੀ ਤੁਸੀਂ ਇੱਕ ਲੇਡੀਬੱਗ ਹੋ?,anger
ਜਦੋਂ ਉਸਨੇ ਬੱਚੇ ਨੂੰ ਮਾਰਿਆ ਤਾਂ ਮੈਨੂੰ ਗੁੱਸਾ ਆਇਆ,anger
ਮਾਂ ਦੇ ਜਾਣ ਤੋਂ ਬਾਅਦ ਬੱਚਾ ਰੋ ਰਿਹਾ ਸੀ,sad
ਜਦੋਂ ਮੈਂ ਰਾਤ ਨੂੰ ਘਰ ਵਾਪਸ ਆਉਂਦਾ ਹਾਂ ਤਾਂ ਮੈਨੂੰ ਲੱਗਦਾ ਹੈ ਕਿ ਕੋਈ ਮੇਰਾ ਇੰਤਜ਼ਾਰ ਕਰ ਰਿਹਾ ਹੈ,fear
ਤੁਹਾਡੀ ਐਪ ਬਹੁਤ ਖਰਾਬ ਹੈ,anger
ਲੀਜ਼ਾਂ ਦਾ ਤਬਾਦਲਾ ਮਕਾਨ ਮਾਲਕਾਂ ਨੂੰ ਨਾਖੁਸ਼ ਬਣਾਉਂਦਾ ਹੈ ਕਿਉਂਕਿ ਇਹ ਉਹਨਾਂ ਨੂੰ ਸੰਭਾਵੀ ਕਿਰਾਏਦਾਰ ਤੋਂ ਇਨਕਾਰ ਕਰਨ ਲਈ ਇੱਕ ਜਾਇਜ਼ ਕਾਰਨ ਪ੍ਰਦਾਨ ਕਰਨ ਲਈ ਮਜਬੂਰ ਕਰਦਾ ਹੈ,sad
ਇਹ ਖ਼ਬਰ ਸੁਣ ਕੇ ਮੇਰੇ ਮਾਤਾ-ਪਿਤਾ ਹੈਰਾਨ ਰਹਿ ਗਏ,surprise 
"ਮੀਂਹ ਦੀਆਂ ਵੱਡੀਆਂ-ਵੱਡੀਆਂ ਬੂੰਦਾਂ ਪੈਣੀਆਂ ਸ਼ੁਰੂ ਹੋ ਗਈਆਂ, ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਜ਼ਮੀਨ ਦੀਆਂ ਚਾਦਰਾਂ ਵਿਛਾ ਦਿੱਤੀਆਂ ਅਤੇ ਤੇਲ ਦੀ ਚਮੜੀ ਦੇ ਤੰਬੂ ਲਗਾ ਦਿੱਤੇ",Neutral
"ਆਮ ਹਮਲਿਆਂ ਦੇ ਤਹਿਤ, ਵਧੇਰੇ ਮੱਧਮ ਧੜਿਆਂ ਨੂੰ ਸਖ਼ਤ ਕਠੋਰ ਲਾਈਨ ਵੱਲ ਵਚਨਬੱਧ ਕਰਨ ਲਈ ਮਜਬੂਰ ਕੀਤਾ ਜਾਂਦਾ ਹੈ, ਭਾਵੇਂ ਉਹ ਇਸ ਨੂੰ ਪਸੰਦ ਕਰਦੇ ਹਨ ਜਾਂ ਨਹੀਂ",Neutral
"ਬੇਨੇਡਿਕਟ ਦੇ ਨਾਜ਼ੀਵਾਦ ਦੇ ਅਨੁਭਵ ਨੇ ਉਸਨੂੰ ਨਿਰੰਕੁਸ਼ਤਾ ਦੇ ਨਹੀਂ, ਸਗੋਂ ਤਾਨਾਸ਼ਾਹੀਵਾਦ ਦੇ ਡਰ ਵੱਲ ਅਗਵਾਈ ਕੀਤੀ, ਜਿਸ ਵਿੱਚ ਅਧਿਕਾਰ ਅਤੇ ਸੱਚਾਈ ਦਾ ਤਲਾਕ ਹੋ ਜਾਂਦਾ ਹੈ",fear
"ਸਰਦੀਆਂ ਦੇ ਧਰੁਵੀ ਸਟੇਸ਼ਨ ਦੇ ਸਾਰੇ ਦਿਨ ਦੇ ਹਨੇਰੇ ਵਾਂਗ, ਉਦਾਸੀ ਭਾਰੀ ਹੈ",sad
ਮੈਂ ਬੋਤਲ ਦੇ ਗਲਾਸਾਂ ਵਿੱਚ ਗੀਕੀ ਬੇਵਕੂਫ ਅਤੇ ਮੋਟੇ ਚਰਬੀ ਵਾਲੇ ਬੱਚੇ ਦੇ ਨਾਲ ਛੱਡ ਕੇ ਖੁਸ਼ ਸੀ,happy
ਇਹ ਕਿਹੜਾ ਅੰਦਾਜ਼ਾ ਸੀ!,surprise 
ਹੋਟਲ ਦਾ ਨਜ਼ਾਰਾ ਚੰਗਾ ਨਹੀਂ ਸੀ,sad
"ਫਿਰ ਵੀ ਇਹ ਇੱਕ ਨਾਖੁਸ਼ ਪਰਿਵਾਰ ਸੀ, ਜੋ ਬਹਿਰਾਮਨ ਦੇ ਮਨੀਆ ਦੇ ਆਉਣ ਦੇ ਸੰਕੇਤਾਂ ਦੁਆਰਾ ਬਦਤਰ ਹੋ ਗਿਆ ਸੀ",sad
ਕੀ ਬੱਚਾ ਦੁੱਧ ਲਈ ਰੋ ਰਿਹਾ ਹੋਵੇਗਾ?,sad
ਕੀ ਤੁਸੀਂ ਮੰਨਦੇ ਹੋ ਕਿ ਇਹ ਸੱਚ ਹੈ,surprise 
"ਤੁਸੀਂ ਮਜ਼ਾਕ ਕਰ ਰਹੇ ਹੋ, ਹੈ ਨਾ",surprise 
ਗੁੱਸੇ ਨੂੰ ਆਪਣੇ ਨੌਕਰ ਵਾਂਗ ਵਰਤੋ ਨਾ ਕਿ ਮਾਲਕ ਵਾਂਗ,anger
"ਉਹ ਕਈ ਵਾਰ ਸ਼ਾਂਤ ਅਤੇ ਤਰਕਸ਼ੀਲ ਹੁੰਦੇ ਹਨ, ਪਰ ਕੁਝ ਸਮਝੇ ਗਏ ਅਸਵੀਕਾਰ ਜਾਂ ਆਲੋਚਨਾ 'ਤੇ ਉਹ ਅਣਉਚਿਤ ਗੁੱਸੇ ਜਾਂ ਗੁੱਸੇ ਵਿੱਚ ਵਿਸਫੋਟ ਕਰ ਸਕਦੇ ਹਨ",anger
ਜਿਵੇਂ ਰੱਬ ਦੀ ਮਰਜ਼ੀ ਹੋਵੇ,happy
ਇਹ ਸਿਰਫ਼ ਪਾਪੂਆ ਨਿਊ ਗਿਨੀ ਦਾ ਸਵਾਲ ਹੈ ਜੋ ਇਸ ਲਈ ਉਪਲਬਧ ਸਰੋਤਾਂ ਦੀ ਸਭ ਤੋਂ ਵਧੀਆ ਵਰਤੋਂ ਕਰਦਾ ਹੈ,Neutral
ਲੇਨੀਤਾ ਨੇ ਉਸ ਨੂੰ ਜ਼ਿੰਦਾ ਦੇਖ ਕੇ ਖੁਸ਼ੀ ਦੇ ਹੰਝੂ ਰੋਏ ਅਤੇ ਉਸ ਵਿੱਚੋਂ ਹਵਾ ਨੂੰ ਜੱਫੀ ਪਾ ਲਈ,happy
"ਉਸ ਨੇ ਫੋਟੋ ਖਿੱਚਣ ਲਈ ਜੋ ਹੈਰਾਨੀ, ਖੁਸ਼ੀ, ਇੱਥੋਂ ਤੱਕ ਕਿ ਉਸ ਦੇ ਚਿਹਰੇ ਵਿੱਚ ਜੋ ਉਤਸ਼ਾਹ ਪਾਇਆ, ਉਸ ਦੀ ਕਲਪਨਾ ਕੀਤੀ ਜਾ ਸਕਦੀ ਹੈ ਜੇਕਰ ਅਸਲ ਵਿੱਚ ਪ੍ਰਦਰਸ਼ਿਤ ਨਾ ਕੀਤਾ ਗਿਆ ਹੋਵੇ",surprise 
ਐਪ ਦੀ ਕਾਰਗੁਜ਼ਾਰੀ ਬਹੁਤ ਮਾੜੀ ਹੈ,sad
"ਇਸ ਤੋਂ ਇਲਾਵਾ, ਆਪਣੇ ਗੁੱਸੇ ਨੂੰ ਅੰਦਰੂਨੀ ਰੂਪ ਦੇਣ ਵਾਲੇ ਕਿਸ਼ੋਰਾਂ ਨੇ ਆਪਣੇ ਗੁੱਸੇ ਨੂੰ ਬਾਹਰ ਕੱਢਣ ਵਾਲਿਆਂ ਨਾਲੋਂ ਜ਼ਿਆਦਾ ਗੰਭੀਰ ਆਤਮਘਾਤੀ ਕੋਸ਼ਿਸ਼ਾਂ ਕੀਤੀਆਂ",anger
"ਹਾਲਾਂਕਿ ਇਹ ਮਾਮੂਲੀ ਸਨ, ਉਨ੍ਹਾਂ ਨੇ ਡਾਲਰ ਵਿੱਚ ਵਿਸ਼ਵਾਸ ਨੂੰ ਕਮਜ਼ੋਰ ਕੀਤਾ ਅਤੇ ਵਪਾਰ ਯੁੱਧ ਦਾ ਡਰ ਪੈਦਾ ਕੀਤਾ",Neutral
"ਗੁੱਸੇ ਅਤੇ ਸਵੈ-ਨਫ਼ਰਤ ਨਾਲ ਮੰਥਨ ਕਰਦੇ ਹੋਏ, ਗੁੱਸੇ ਅਤੇ ਘਿਰਣਾ ਨਾਲ, ਉਸਦਾ ਟੌਮਸ ਸਕ੍ਰੀਨ 'ਤੇ ਪਹੁੰਚਣ ਲਈ ਹੁਣ ਤੱਕ ਦੇ ਸਭ ਤੋਂ ਯਥਾਰਥਵਾਦੀ ਲੁੱਚਿਆਂ ਵਿੱਚੋਂ ਇੱਕ ਹੈ",anger
ਯਿੱਪੀ! ਮੈਂ ਜਲਦੀ ਘਰ ਆ ਗਿਆ,happy
"ਪਿਛਲੇ ਹਫ਼ਤੇ, ਮੈਂ ਗੁੱਸੇ ਵਿੱਚ ਆਈ ਭੀੜ ਦਾ ਕਹਿਰ ਦੇਖਿਆ",anger
"ਲੰਬੇ ਅਤੇ ਖੁਸ਼ਹਾਲ ਵਿਆਹੁਤਾ ਜੀਵਨ ਲਈ ਪਾਮ ਦਾ ਨੁਸਖਾ ਬਹੁਤ ਕੁਝ ਦੇਣ ਅਤੇ ਲੈਣ ਵਾਲਾ ਹੈ, ਅਤੇ ਸੌਣ ਤੋਂ ਪਹਿਲਾਂ ਹਮੇਸ਼ਾਂ ਕੋਈ ਵੀ ਬਹਿਸ ਜਾਂ ਝਗੜਾ ਕਰਨਾ",happy
ਆਪਣਾ ਮੁਹ ਬੰਦ ਕਰ,anger
ਨਾਗਪੁਰ ਤੋਂ ਮੁੰਬਈ ਲਈ 2 ਫਲਾਈਟ ਟਿਕਟਾਂ ਦੀ ਬੁਕਿੰਗ,Neutral
ਕੀ ਤੁਸੀਂ ਆਪਣਾ ਖਾਣਾ ਖਾ ਲਿਆ ਹੈ,Neutral
ਵਾਹ ਕੀ ਸੇਵਾ ਹੈ,happy
"ਅਸਲ ਵਿੱਚ, ਟੋਰੀ ਐਮਪੀ ਨੇ ਲਿਬਰਲਾਂ ਤੱਕ ਪਹੁੰਚ ਕੀਤੀ ਕਿਉਂਕਿ ਉਹ ਅਤੇ ਉਸਦੀ ਪਤਨੀ, ਨੀਨਾ ਮੰਜ਼ਿਲ ਪਾਰ ਕਰਕੇ ਸਰਕਾਰ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਣਾ ਚਾਹੁੰਦੇ ਸਨ",Neutral
ਫੁੱਲਾਂ ਦੀ ਸ਼ਕਤੀ ਦੇ ਵਿਪਰੀਤ ਹੋਣ ਦੇ ਨਾਤੇ ਮੈਂ ਪਹਿਲੀ ਵਾਰ ਇੱਕ ਗੁਲਾਬੀ ਰੰਗ ਦੇ ਘੜੇ ਦੇ ਮੈਰੀਗੋਲਡ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰਨ ਦੀ ਵੀ ਯੋਜਨਾ ਬਣਾ ਰਿਹਾ ਹਾਂ ਜਿਸ ਨੂੰ ਸੂਟਨਸ ਪਿੰਕ ਸਰਪ੍ਰਾਈਜ਼ ਕਹਿੰਦੇ ਹਨ,surprise 
ਉਹ ਪਾਣੀ ਵਿੱਚ ਉਤਰਨ ਤੋਂ ਡਰਦਾ ਸੀ,fear
ਕੁਝ ਨਾ ਕਹੋ,anger
ਮੇਰੇ ਖਾਤੇ ਵਿੱਚ ਕਿੰਨਾ ਬਕਾਇਆ ਬਚਿਆ ਹੈ,Neutral
ਤੁਹਾਨੂੰ ਇੱਥੇ ਦੇਖ ਕੇ ਕਿੰਨੀ ਹੈਰਾਨੀ ਹੋਈ!,surprise 
1062 ਦੇ ਅਖੀਰ ਵਿੱਚ ਹੈਰੋਲਡ ਗੌਡਵਿਨਸਨ ਨੇ ਰੂਡਲਨ ਵਿਖੇ ਗ੍ਰਫੀਡ ਦੇ ਦਰਬਾਰ ਉੱਤੇ ਅਚਾਨਕ ਹਮਲੇ ਲਈ ਰਾਜੇ ਦੀ ਪ੍ਰਵਾਨਗੀ ਪ੍ਰਾਪਤ ਕੀਤੀ,surprise 
ਸਭ ਤੋਂ ਵੱਡੀ ਗੱਲ ਇਹ ਹੈ ਕਿ ਰੇਲਵੇ ਦੇ ਰਾਸ਼ਟਰੀਕਰਨ ਦੇ ਅਦਾਲਤ ਦੇ ਹਾਲ ਹੀ ਦੇ ਫੈਸਲੇ ਨਾਲ ਉਨ੍ਹਾਂ ਨੂੰ ਗੁੱਸਾ ਆਇਆ ਸੀ,anger
ਮੈਂ ਨਹੀਂ ਸੋਚਿਆ ਸੀ ਕਿ ਅਜਿਹਾ ਹੋਵੇਗਾ,surprise 
ਮੈਂ ਤੁਹਾਨੂੰ ਵਧੀਆ ਕੰਮ ਕਰਾਂਗਾ,anger
ਤੁਸੀਂ ਆਪਣੀ ਨਿਸ਼ਾਨੀ ਲਈ ਇਸ ਸਾਲ ਦੇ ਸਭ ਤੋਂ ਖੁਸ਼ਹਾਲ ਅਤੇ ਖੁਸ਼ਹਾਲ ਦੌਰ ਵਿੱਚੋਂ ਇੱਕ ਵਿੱਚ ਦਾਖਲ ਹੋਣ ਜਾ ਰਹੇ ਹੋ,happy
ਮਾਂ ਆਪਣੇ ਪੁੱਤਰ ਦੀ ਤਰੱਕੀ ਨੂੰ ਲੈ ਕੇ ਚਿੰਤਤ ਹੈ,fear
ਮੈਨੂੰ ਹਨੇਰੇ ਵਿਚ ਇਕੱਲੇ ਹੋਣ ਤੋਂ ਡਰ ਲੱਗਦਾ ਸੀ,fear
ਉਹ ਥੋੜ੍ਹਾ ਡਰਿਆ ਹੋਇਆ ਨਜ਼ਰ ਆਇਆ,fear
ਪਰਿਵਾਰ ਮੁਤਾਬਕ ਕਿਹੜੀ ਯੋਜਨਾ ਸਹੀ ਹੋਵੇਗੀ,Neutral
ਕੈਬ ਡਰਾਈਵਰ ਨੇ ਮੇਰੇ ਨਾਲ ਠੀਕ ਤਰ੍ਹਾਂ ਗੱਲ ਨਹੀਂ ਕੀਤੀ,sad
"ਆਪਣੇ ਦਿਲ ਨੂੰ ਸਿਹਤਮੰਦ ਅਤੇ ਖੁਸ਼ ਰੱਖਣ ਲਈ, ਤੁਹਾਨੂੰ ਇਨ੍ਹਾਂ ਸਭ ਤੋਂ ਭੈੜੇ ਭੋਜਨਾਂ ਤੋਂ ਛੁਟਕਾਰਾ ਪਾਉਣ ਦੀ ਜ਼ਰੂਰਤ ਹੈ ",happy
ਮੈਨੂੰ ਮੇਰੇ ਖਾਤੇ ਦਾ ਬਕਾਇਆ ਦੱਸੋ,Neutral
ਮੈਂ ਅਚਾਨਕ ਆਪਣੀ ਬਾਹਰੀ ਦੁਨੀਆ ਤੋਂ ਬਾਹਰ ਸੁੱਟ ਦਿੱਤਾ ਗਿਆ,surprise 
ਉਹ ਹੋਟਲ ਬੇਕਾਰ ਨਿਕਲਿਆ,sad
"ਇਹ ਸੌਖਾ ਹੈ ਕਿਉਂਕਿ ਹੁਣ ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਕਿ ਇਹ ਵਿਅਕਤੀ ਜੋ ਸਾਨੂੰ ਪਿਆਰ ਨਾਲ ਮਿਲਣ ਲਈ ਆਉਂਦਾ ਹੈ, ਗੁੱਸੇ ਜਾਂ ਗੁੱਸੇ ਵਿੱਚ ਹੈ, ਯਕੀਨੀ ਤੌਰ 'ਤੇ ਨਾਖੁਸ਼ ਹੈ",sad
ਓਹ ਹੋ,happy
ਪਰ ਉਸਨੇ ਮੇਰੇ ਨਾਲ ਗੱਲ ਕਰਨੀ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀ,surprise 
ਕੀ ਤੁਸੀਂ ਇੱਕ ਵਾਰ ਨਹੀਂ ਸਮਝਦੇ,anger
