ਮੈਂ ਖੁਦ ਨਹੀਂ ਸਮਝ ਸਕਿਆ ਕਿ ਕੀ ਹੋ ਰਿਹਾ ਹੈ |,surprise 
ਮੈਨੂੰ ਤੁਹਾਡੇ ਲਈ ਯੋਹਜੀ ਯਾਮਾਮੋਟੋ ਬਲਾਊਜ਼ ਖਰੀਦਣ ਨਾਲੋਂ ਰੁੱਖਾਂ ਨੂੰ ਕੱਟਣ ਦੀ ਜ਼ਿਆਦਾ ਪਰਵਾਹ ਹੈ,surprise 
ਹੈਰਾਨੀਜਨਕ ਹੈਰਾਨੀ ਇੱਕ ਗਲੋਬਲ ਵਾਰਮਿਸਟ ਦੇ ਹਵਾਲੇ ਨਾਲ ਕਿਹਾ ਗਿਆ ਸੀ ਕਿ ਬਰਫ਼ ਦੀ ਚਾਦਰ ਦੇ ਹੇਠਾਂ ਉਸ ਡੂੰਘਾਈ 'ਤੇ ਇੱਕ ਜੁਆਲਾਮੁਖੀ ਦਾ ਕੋਈ ਅਸਰ ਨਹੀਂ ਹੋਵੇਗਾ!,surprise 
ਤੁਸੀਂ ਪਾਗਲ ਹੋ,anger
ਸਭ ਤੋਂ ਸਸਤੀ ਫਲਾਈਟ ਕਿਵੇਂ ਲੱਭਣੀ ਹੈ,Neutral
ਮੈਨੂੰ ਨਹੀਂ ਪਤਾ ਕਿ ਟ੍ਰੇਨ ਕਿਵੇਂ ਬੁੱਕ ਕਰਨੀ ਹੈ,Neutral
ਇਹ ਇੱਕ ਸ਼ਾਨਦਾਰ ਹੋਟਲ ਸੀ,happy
"ਜੇਕਰ ਇਸ ਬਿੰਦੂ ਤੱਕ ਤੁਸੀਂ ਪਹਿਲਾਂ ਹੀ ਭਰਮ ਵਿੱਚ ਨਹੀਂ ਹੋ, ਤਾਂ ਡਰੋ ਨਹੀਂ, ਹੋਰ ਵੀ ਮਜ਼ੇਦਾਰ ਜਾਪ ਅਤੇ ਪਾਗਲਪਨ ਦੀ ਪਾਲਣਾ ਕਰਨੀ ਹੈ",fear
ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਹੰਝੂ ਦੇਖ ਸਕਦਾ ਹਾਂ,sad
"ਗੇਮਪਲੇ ਦੀ ਗਤੀ ਅਤੇ ਘੜੀ ਬਹੁਤ ਹੌਲੀ ਹੈ, ਪਰ ਇਹਨਾਂ ਸੈਟਿੰਗਾਂ ਨੂੰ ਆਸਾਨੀ ਨਾਲ ਅਨੁਕੂਲਿਤ ਕੀਤਾ ਜਾ ਸਕਦਾ ਹੈ",Neutral
ਤੁਹਾਡੇ ਕੋਲ ਕੋਈ ਜਵਾਬ ਨਹੀਂ ਹੈ,happy
"ਫਿਰ ਵੀ, ਕੁਝ ਨੂੰ ਡਰ ਹੈ ਕਿ ਸਥਿਤੀ ਇੱਕ ਦਲਦਲ ਵਿੱਚ ਵਿਗੜ ਸਕਦੀ ਹੈ ਜਿਸ ਵਿੱਚ ਬਾਗੀ ਲੰਬੇ ਸਮੇਂ ਲਈ ਗੁਰੀਲਾ ਯੁੱਧ ਦਾ ਸਹਾਰਾ ਲੈਂਦੇ ਹਨ",fear
"ਇਸ ਵਧਦੇ ਆਤੰਕ ਦੇ ਸਾਮ੍ਹਣੇ, ਵਿਸ਼ਵਾਸ ਦੀ ਮੰਗ ਕਰਨ ਲਈ ਹਵਾ ਵਿੱਚ ਸੀਟੀ ਵੱਜਦੀ ਜਾਪਦੀ ਹੈ",fear
ਮੈਨੂੰ ਤੁਹਾਡੇ ਤੋਂ ਇਹ ਉਮੀਦ ਨਹੀਂ ਸੀ,sad
ਪੂਰੇ ਇਤਿਹਾਸ ਵਿੱਚ ਗੁੱਸੇ ਦੇ ਮਾੜੇ ਪ੍ਰਭਾਵ ਦੇਖੇ ਗਏ ਹਨ,anger
ਸ਼੍ਰੀਮਾਨ ਵਿੰਸਟਨ ਨੇ ਦਾਅਵਾ ਕੀਤਾ ਹੈ ਕਿ ਉਹ ਆਪਣੇ ਡਿੱਗਣ ਤੋਂ ਪਹਿਲਾਂ ਜ਼ਮੀਨ ਬਾਰੇ ਚਿੰਤਤ ਸੀ ਅਤੇ ਕਮਾਈ ਦੇ ਨੁਕਸਾਨ ਤੋਂ ਦੁਖੀ ਸੀ।,sad
ਉਸਦੀ ਅਵਾਜ਼ ਠੰਡੀ ਅਤੇ ਕਠੋਰ ਪਰ ਅੱਗ ਦੇ ਅੰਦਰ ਅਟੁੱਟ ਗੁੱਸੇ ਨਾਲ ਬਾਹਰ ਨਿਕਲੀ,anger
ਮੈਂ ਇਹ ਸੁਣ ਕੇ ਦੁਖੀ ਹਾਂ,sad
ਜ਼ਖਮੀ ਆਦਮੀ ਪਾਣੀ ਲਈ ਤਰਲੇ ਮਾਰ ਰਹੇ ਸਨ,sad
ਮੇਰਾ ਨਤੀਜਾ ਦੇਖ ਕੇ ਮੇਰੀ ਖੁਸ਼ੀ ਦੀ ਕੋਈ ਹੱਦ ਨਾ ਰਹੀ,happy
ਚੰਗਾ ਕੀਤਾ ਭਰਾ,happy
"ਸਿਨਕਲੇਅਰ ਤਣਾਅ ਵਿੱਚ ਸੀ, ਅਤੇ ਤੇਜ਼ੀ ਨਾਲ ਸਾਹ ਲਿਆ, ਡਰ ਪਹਿਲੀ ਵਾਰ ਉਸਦੀਆਂ ਬਰਫ਼ ਰੰਗੀਆਂ ਅੱਖਾਂ ਵਿੱਚ ਦਰਜ ਹੋਇਆ",fear
"ਸਟੈਂਪ ਐਕਟ 'ਤੇ ਬਸਤੀਵਾਦੀਆਂ ਦੇ ਗੁੱਸੇ ਦੇ ਰੂਪ ਵਿੱਚ, ਇੱਕ ਟੈਕਸ ਅਧਿਕਾਰੀ ਨੂੰ 120 ਸਾਲ ਪੁਰਾਣੇ ਇੱਕ ਐਲਮ ਦੇ ਅੰਗਾਂ ਤੋਂ ਪੁਤਲਾ ਸਾੜਿਆ ਗਿਆ ਸੀ",anger
ਇੰਨੇ ਪੈਸੇ ਕਿੰਨੇ ਦਿਨ ਚੱਲਣਗੇ,Neutral
"ਖੌਫਨਾਕ ਸੀਰੀਅਲ ਕਿਲਰ, ਪੁਲਿਸ ਨੇ ਨਾਗਰਿਕਾਂ ਨੂੰ ਸੁਚੇਤ ਰਹਿਣ ਅਤੇ ਸਾਵਧਾਨੀ ਵਰਤਣ ਦੀ ਚੇਤਾਵਨੀ ਦਿੱਤੀ",fear
ਮੈਂ ਵਿਸ਼ਵਾਸ ਨਹੀਂ ਕਰ ਸਕਦਾ ਕਿ ਤੁਸੀਂ ਅਸਲ ਵਿੱਚ ਉਸ ਪਹਾੜ 'ਤੇ ਚੜ੍ਹਨ ਜਾ ਰਹੇ ਹੋ,surprise 
ਮੈਂ ਬਹੁਤ ਦੁਖੀ ਹਾਂ,sad
ਵੁਡੀ ਐਲਨ ਦੀ ਨਵੀਨਤਮ ਕਾਮੇਡੀ ਵਿੱਚ ਅਣਜਾਣੇ ਵਿੱਚ ਉਦਾਸੀ ਦੀ ਭਾਵਨਾ ਹੈ,sad
ਇੰਡੀਕਾ ਨੂੰ ਬਾਰ ਬਾਰ ਕਿਉਂ ਬੁੱਕ ਕੀਤਾ ਜਾਂਦਾ ਹੈ?,anger
"ਪੂਰੀ ਤਰ੍ਹਾਂ ਦਹਿਸ਼ਤ ਲਈ, ਹਾਲਾਂਕਿ, ਲਾ ਪਾਜ਼ ਦੇ ਬਿਲਕੁਲ ਬਾਹਰ ਉਸ ਸੜਕ ਨਾਲ ਤੁਲਨਾ ਕਰਨ ਲਈ ਬਹੁਤ ਘੱਟ ਹੈ",fear
"ਇਹ ਅਸਲੀ ਮਹਿਸੂਸ ਹੁੰਦਾ ਹੈ, ਇੱਕ ਛੋਟੀ ਕੁੜੀ ਨੂੰ ਸ਼ਾਮਲ ਕਰਨ ਲਈ ਧੰਨਵਾਦ ਜੋ ਪ੍ਰਭਾਵੀ ਢੰਗ ਨਾਲ ਡਰ ਅਤੇ ਦਹਿਸ਼ਤ ਨੂੰ ਮਾਮੂਲੀ ਕਰ ਸਕਦੀ ਹੈ",fear
ਰਾਹਤ ਅਤੇ ਖੁਸ਼ੀ ਦੀ ਇੱਕ ਮਹਾਨ ਭਾਵਨਾ ਘਰ ਵਿੱਚ ਲੰਘ ਗਈ,happy
ਸਾਰੇ ਸਖਤ ਜੱਜ ਹਨ ਅਤੇ ਉਹ ਉਮੀਦ ਕਰਦੇ ਹਨ ਕਿ ਦੂਜਿਆਂ ਤੋਂ ਹਰ ਚੀਜ਼ ਬਾਰੇ ਓਨਾ ਹੀ ਗੰਭੀਰ ਹੋਣਾ ਚਾਹੀਦਾ ਹੈ ਜਿੰਨਾ ਉਹ ਹਨ,Neutral
ਬੇਲੋੜੇ ਪਿਆਰ ਤੋਂ ਕੌਣ ਨਹੀਂ ਡਰਦਾ?,fear
ਮੈਂ ਚਾਹੁੰਦਾ ਹਾਂ ਕਿ ਇਹ ਹੋ ਸਕਦਾ ਹੈ ਆਦਮੀ,sad
"ਗੁੱਸੇ ਅਤੇ ਦਬਾਅ ਨਾਲ ਜਵਾਬ ਦਿਓ, ਨਾ ਕਿ ਸਨਕੀ ਅਤੇ ਉਦਾਸੀਨਤਾ, ਜਦੋਂ ਦੂਜੇ ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦੀ ਆਪਣੇ ਪ੍ਰਤੀਨਿਧ ਵਜੋਂ ਕੰਮ ਕਰਨ ਵਿੱਚ ਅਸਫਲ ਰਹਿੰਦੇ ਹਨ",anger
ਇਸ ਐਪ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰੋ,Neutral
"ਧਾਤੂ ਦੀ ਘੰਟੀ ਵੱਜਣ ਦੇ ਇੱਕ ਵੱਡੇ ਸ਼ੋਰ ਨੇ ਹਵਾ ਨੂੰ ਭਰ ਦਿੱਤਾ, ਅਤੇ ਇਵਿਆ ਨੂੰ ਇੱਕ ਕਿਸਮ ਦੇ ਲੜਾਈ ਦੇ ਗੁੱਸੇ ਨਾਲ ਭਰ ਦਿੱਤਾ ਜਦੋਂ ਉਸਨੇ ਆਪਣੇ ਭਰਾ 'ਤੇ ਵਾਰ ਕਰ ਦਿੱਤਾ",anger
ਵਾਹ! ਇਹ ਵੱਡੀ ਗੱਲ ਹੈ,surprise 
ਅਸੀਂ ਉਸਦੀ ਅਸਫਲਤਾ 'ਤੇ ਹੈਰਾਨ ਸੀ,surprise 
ਉਸ ਦੁਆਰਾ ਖੁਸ਼ੀ ਦੀ ਚੀਕ ਸੁਣਾਈ ਗਈ,happy
ਕਨੇਡਾ ਦੇ ਗ੍ਰੈਜੂਏਟ ਵਿਦਿਆਰਥੀ ਦੇ ਕੇਸ ਨੂੰ ਦੇਖਣ ਵਾਲੇ ਮਾਨਵਾਧਿਕਾਰੀ ਸੰਗਠਨ ਨੇ ਸਾਡੇ ਦੇਸ਼ ਦੇ ਸਿੱਧੇ ਹਮਲੇ ਦਾ ਦਰਿਆਫਤ ਕੀਤਾ,fear
ਮੈਂ ਕਿਸੇ ਵੀ ਸਵਾਲ ਤੋਂ ਡਰਦਾ ਨਹੀਂ ਹਾਂ,fear
ਰਾਈਡੇਲ ਦੇ ਜੌਨ ਗ੍ਰੀਨਵੇਅ ਇੱਕ ਖਾਸ ਤੌਰ 'ਤੇ ਖੁਸ਼ ਆਦਮੀ ਦੇ ਰੂਪ ਵਿੱਚ ਟੋਰੀਜ਼ ਨੇ ਚੀਕਿਆ ਅਤੇ ਖੁਸ਼ ਹੋ ਗਿਆ,happy
ਜਦੋਂ ਉਸ ਨੂੰ ਇਹ ਦੁਖਦਾਈ ਖ਼ਬਰ ਮਿਲੀ ਤਾਂ ਉਹ ਮੁਸ਼ਕਿਲ ਨਾਲ ਬਾਹਰ ਨਿਕਲੀ ਸੀ,sad
"ਨਿਰੰਤਰ ਬੇਦਖਲੀ, ਡਰ ਅਤੇ ਸ਼ਰਮ ਦਾ ਰਾਹ ਅਪਣਾਉਣ ਦੀ ਬਜਾਏ, ਇਹ ਸਾਡੇ ਜਮਹੂਰੀ ਸਮਾਜ ਦੀ ਆਵਾਜ਼ ਤੋਂ ਸਵੀਕਾਰਤਾ, ਵਿਭਿੰਨਤਾ ਅਤੇ ਉਮੀਦ ਦਾ ਮਜ਼ਬੂਤ ਸੰਦੇਸ਼ ਦੇਵੇਗਾ",fear
"ਉਸਦਾ ਮਨ ਭੰਬਲਭੂਸੇ ਵਿੱਚ, ਦਹਿਸ਼ਤ ਵਿੱਚ, ਬਾਕੀ ਗੁੱਸੇ ਵਿੱਚ ਅਤੇ ਡੂੰਘੇ ਦੁੱਖ ਵਿੱਚ ਦੌੜ ਰਿਹਾ ਸੀ",anger
ਉਹ ਦੁਸ਼ਮਣ ਨੂੰ ਹੈਰਾਨ ਕਰਨਾ ਚਾਹੁੰਦੇ ਸਨ,surprise 
"ਜਿਵੇਂ ਹੀ ਰੁੱਖ ਜੜ੍ਹ ਫੜ ਲੈਂਦੇ ਹਨ, ਉਹ ਕਾਰਬਨ ਡਾਈਆਕਸਾਈਡ ਨੂੰ ਜਜ਼ਬ ਕਰਨਾ ਸ਼ੁਰੂ ਕਰ ਦਿੰਦੇ ਹਨ, ਇਸ ਖੇਤਰ ਨੂੰ ਕਾਰਬਨ ਸਿੰਕ ਵਿੱਚ ਬਦਲ ਦਿੰਦੇ ਹਨ",Neutral
ਮੈਂ ਉਸਦੇ ਲਈ ਅਸਲ ਵਿੱਚ ਖੁਸ਼ ਹਾਂ,happy
ਨਰਮ ਬਿਸਤਰਾ ਉਸ ਦੇ ਸਰੀਰ ਲਈ ਨਿੱਘਾ ਸੀ,Neutral
ਉਹ ਬੇਹੱਦ ਡਰਿਆ ਹੋਇਆ ਹੈ,fear
ਤੁਹਾਡੇ ਤੋਂ ਅਜਿਹੀ ਸੇਵਾ ਦੀ ਉਮੀਦ ਹੈ,happy
ਇਹ ਇੱਕ ਖੁਸ਼ਹਾਲ ਜੀਵਨ ਜਿਊਣ ਵਿੱਚ ਮਦਦ ਕਰਦਾ ਹੈ ਅਤੇ ਦੂਜੇ ਲੋਕਾਂ ਦੇ ਜੀਵਨ ਨੂੰ ਖੁਸ਼ਹਾਲ ਅਤੇ ਅਨੰਦਮਈ ਬਣਾਉਂਦਾ ਹੈ,happy
ਤੁਸੀਂ ਕਿਸ ਕੂੜੇ ਬਾਰੇ ਗੱਲ ਕਰ ਰਹੇ ਹੋ,anger
ਤੁਸੀਂ ਇੰਨੇ ਉਦਾਸ ਕਿਉਂ ਹੋ?,sad
ਉਸਨੇ ਆਪਣੇ ਦੇਸ਼ ਦੇ ਸੱਭਿਆਚਾਰ ਦੇ ਭਵਿੱਖ ਲਈ ਆਪਣੇ ਡਰ ਬਾਰੇ ਵੀ ਗੱਲ ਕੀਤੀ,fear
ਬੈੱਡ ਬੱਗ ਇੱਕ ਡਰ ਹਨ ਜੇਕਰ ਤੁਹਾਡੇ ਸਾਰੇ ਘਰ ਵਿੱਚ ਫੈਲ ਜਾਂਦੇ ਹਨ,fear
"ਜਰਮਨੀ ਵਿੱਚ ਇਜ਼ਰਾਈਲ ਦੇ ਰਾਜਦੂਤ, ਯਾਕੋਵ ਹਦਾਸ-ਹੈਂਡਲਸਮੈਨ ਨੇ ਜਰਮਨੀ ਦੇ ਸੰਯੁਕਤ ਰਾਸ਼ਟਰ ਵਿੱਚ ਗੈਰਹਾਜ਼ਰੀ ਬਾਰੇ ਹੈਰਾਨੀ ਪ੍ਰਗਟ ਕੀਤੀ",surprise 
ਮੈਂ ਤੁਹਾਨੂੰ ਰੋਂਦੇ ਨਹੀਂ ਦੇਖ ਸਕਦਾ,sad
ਆਪਣਾ ਪੈਕ ਆਪਣੇ ਕੋਲ ਰੱਖੋ,anger
ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਬੰਗਲੌਰ ਵਿੱਚ ਇੱਕ ਹੋਟਲ ਲੱਭੋ,Neutral
"ਪਹਿਲਾਂ ਡਰ, ਫਿਰ ਘਬਰਾਹਟ, ਫਿਰ ਘਬਰਾਹਟ, ਫਿਰ ਦਹਿਸ਼ਤ, ਫਿਰ ਖੁਸ਼ੀ, ਅਤੇ ਅੰਤ ਵਿੱਚ ਕੁਝ ਅਵਿਸ਼ਵਾਸ਼ਯੋਗ ਖੁਸ਼ਹਾਲ, ਪਨੀਰ ਬਾਲ ਉਦਾਸੀ",sad
ਜੇਕਰ ਤੁਸੀਂ ਖਾਣ-ਪੀਣ ਦੇ ਸ਼ੌਕੀਨ ਹੋ ਤਾਂ ਚੰਗਾ ਭੋਜਨ ਉਹ ਚੀਜ਼ ਹੈ ਜੋ ਤੁਹਾਨੂੰ ਖੁਸ਼ ਕਰ ਸਕਦੀ ਹੈ,happy
"ਜਵਾਨ, ਆਦਰਸ਼ਵਾਦੀ ਰੋਮਾਂਸ ਪਿਆਰ ਵਿੱਚ, ਉਮੀਦ ਸ਼ੱਕ ਵਿੱਚ, ਅਤੇ ਗੁੱਸੇ ਵਿੱਚ ਦੂਰੀ ਵਿੱਚ ਵਧਿਆ ਹੈ",anger
"ਮੈਨੂੰ ਉਮੀਦ ਸੀ ਕਿ ਇਸ ਨੌਕਰੀ ਵਿੱਚ ਅਸਲ ਸੰਸਾਰ ਦੀ ਇੱਕ ਉਚਿਤ ਮਾਤਰਾ ਨੂੰ ਦੇਖਣਾ ਹੋਵੇਗਾ, ਇਹ ਨਹੀਂ ਕਹਿ ਸਕਦਾ ਕਿ ਮੈਂ ਆਪਣੀ ਪੱਟੀ ਦੇ ਹੇਠਾਂ ਇਹ ਅਨੁਭਵ ਪ੍ਰਾਪਤ ਕਰਨ ਤੋਂ ਨਾਖੁਸ਼ ਹਾਂ",sad
ਤੁਸੀਂ ਸ਼ਾਇਦ ਅੰਦਾਜ਼ਾ ਲਗਾਇਆ ਹੋਵੇਗਾ ਕਿ ਉਸਦੀ ਮਾਂ ਉਹ ਸੀ ਜੋ ਕੁਝ ਸਾਲ ਪਹਿਲਾਂ ਦੁਖੀ ਅਤੇ ਸੋਗ ਰਹਿਤ ਮਰ ਗਈ ਸੀ,sad
ਧੰਨਵਾਦ,happy
ਮੈਂ ਬਹੁਤ ਡਰਿਆ ਹੋਇਆ ਹਾਂ,fear
"ਮੈਂ ਨਿਰਾਸ਼ ਹੋ ਗਿਆ ਸੀ, ਇੱਕ ਹੌਲੀ ਅਤੇ ਸਥਿਰ ਗੁੱਸੇ ਨੂੰ ਵਧਦਾ ਮਹਿਸੂਸ ਕਰ ਰਿਹਾ ਸੀ, ਇੱਕ ਮੁਕਤ-ਤੈਰਦਾ ਗੁੱਸਾ, ਜਿਸਦਾ ਉਦੇਸ਼ ਕੋਈ ਨਹੀਂ ਸੀ, ਅਜੇ ਤੱਕ ਕੋਈ ਚੀਜ਼ ਨਹੀਂ",anger
ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੀ ਪਤਨੀ ਦੀ ਮੌਤ ਦਾ ਗਹਿਰਾ ਸਦਮਾ ਲੱਗਾ ਹੈ,surprise 
"ਜੂਨ ਵਿੱਚ, ਯਾਰਕ ਅਤੇ ਜੌਨੀ ਗ੍ਰੀਨਵੁੱਡ ਨੇ ਗਲਾਸਟਨਬਰੀ ਫੈਸਟੀਵਲ ਵਿੱਚ ਇੱਕ ਹੈਰਾਨੀਜਨਕ ਸੈੱਟ ਪੇਸ਼ ਕੀਤਾ, ਇਰੇਜ਼ਰ ਅਤੇ ਰੇਡੀਓਹੈੱਡ ਗੀਤ ਪੇਸ਼ ਕੀਤੇ",surprise 
ਕੀ ਇੱਕ ਭੰਬਲਭੂਸਾ,anger
ਹਨੇਰਾ ਸੀ ਅਤੇ ਮੈਂ ਡਰਿਆ ਹੋਇਆ ਸੀ,fear
ਕੈਚਫ੍ਰੇਜ਼ ਨੂੰ ਸਾਸਰ-ਅੱਖਾਂ ਵਾਲੇ ਹੈਰਾਨੀ ਦੀ ਨਜ਼ਰ ਨਾਲ ਪੇਸ਼ ਕੀਤਾ ਗਿਆ ਸੀ ਜੋ ਹਰ ਵਾਰ ਸਟੂਡੀਓ ਦੇ ਦਰਸ਼ਕਾਂ ਨੂੰ ਮਾਰਦਾ ਸੀ,surprise 
ਮੈਨੂੰ ਡਰ ਹੈ ਕਿ ਅਣਜਾਣ ਵਿਅਕਤੀ ਮੇਰਾ ਪਿੱਛਾ ਕਰ ਰਿਹਾ ਹੈ,fear
ਗੁੱਸੇ ਵਿੱਚ ਆਈ ਭੀੜ ਨੇ ਕਥਿਤ ਵਿਰੋਧ ਵਿੱਚ ਇੱਕ ਰਾਹਗੀਰ ਰੇਲ ਗੱਡੀ ਨੂੰ ਰੋਕਣ ਲਈ ਮਜਬੂਰ ਕਰ ਦਿੱਤਾ,anger
ਤੁਸੀਂ ਅਦਭੁਤ ਕੀਤਾ,happy
"ਅਸਲ ਪੋਸਟਿੰਗ ਦਾ ਜਵਾਬ ਦੇਣ ਲਈ, ਜਵਾਬ ਬਟਨ 'ਤੇ ਕਲਿੱਕ ਕਰੋ ਜੋ ਲੇਖ ਦੇ ਤੁਰੰਤ ਬਾਅਦ ਆਉਂਦਾ ਹੈ",Neutral
"ਪੂੰਜੀ ਘਟਾਉਣ ਦੀ ਯੋਜਨਾ ਸ਼ੇਅਰ ਦੇ ਨਾਮਾਤਰ ਮੁੱਲ, ਜਾਂ ਇਸਦੀ ਅਧਿਕਾਰਤ ਜਾਂ ਜਾਰੀ ਕੀਤੀ ਸ਼ੇਅਰ ਪੂੰਜੀ ਨੂੰ ਨਹੀਂ ਘਟਾਏਗੀ",Neutral
ਅੱਜ ਤਾਪਮਾਨ ਕੀ ਹੈ,Neutral
ਘਬਰਾਓ ਨਾ,fear
ਤੁਸੀਂ ਬੁੱਕ ਕਰਨ ਵਿੱਚ ਇੰਨਾ ਸਮਾਂ ਕਿਉਂ ਲੈਂਦੇ ਹੋ,sad
ਅਸੀਂ ਤੁਹਾਡੀ ਸੇਵਾ ਤੋਂ ਖੁਸ਼ ਹਾਂ,happy
ਤੁਸੀਂ ਬਹੁਤ ਹੁਸ਼ਿਆਰ ਹੋ,happy
ਇੱਕ ਤੇਜ਼ ਕੰਮ ਕਰੋ,Neutral
ਔਖੇ ਸਮਿਆਂ ਵਿੱਚ ਲੋਕ ਆਮ ਤੌਰ ਤੇ ਉਦਾਸ ਹੋ ਜਾਂਦੇ ਹਨ,sad
ਜਗ੍ਹਾ ਭਿਆਨਕ ਦਿਖਾਈ ਦਿੰਦੀ ਹੈ,fear
"ਜਦੋਂ ਮੈਂ ਉਨ੍ਹਾਂ ਵੱਡੀਆਂ ਕਾਲੀਆਂ ਬਿੱਲੀਆਂ ਨੂੰ ਦੇਖਦਾ ਹਾਂ, ਤਾਂ ਮੈਨੂੰ ਅਚਾਨਕ ਡਰ ਲੱਗਦਾ ਹੈ",fear
ਮੇਰੀ ਫਲਾਈਟ ਦੀ ਸਥਿਤੀ ਕੀ ਹੈ,Neutral
ਉਸ ਦੀ ਜ਼ਿੰਦਗੀ ਵਿਚ ਉਸ ਸਮੇਂ ਦੀਆਂ ਚੀਜ਼ਾਂ ਅਜਿਹੀਆਂ ਸਨ ਕਿ ਉਹ ਫਟ ਗਿਆ ਅਤੇ ਉਸ ਦਾ ਗੁੱਸਾ ਅਤੇ ਉਹ ਭਾਵਨਾਵਾਂ ਗਲਤ ਵਿਅਕਤੀ 'ਤੇ ਕੱਢੀਆਂ ਗਈਆਂ,anger
ਮੈਂ ਉਸ ਭੁੱਖ ਤੋਂ ਖੁਸ਼ ਸੀ ਜੋ ਅਸੀਂ ਦਿਖਾਈ ਹੈ ਅਤੇ ਮੈਂ ਮਹਿਸੂਸ ਕੀਤਾ ਕਿ ਜੇਕਰ ਅਸੀਂ ਇਸਨੂੰ ਬਰਕਰਾਰ ਰੱਖਿਆ ਤਾਂ ਸਾਡੇ ਕੋਲ ਇੱਕ ਮੌਕਾ ਹੋਵੇਗਾ,happy
ਮੈਂ ਇਹ ਜਾਣ ਕੇ ਹੈਰਾਨ ਹਾਂ ਕਿ ਤੁਸੀਂ ਇੱਕ ਨਸ਼ੇੜੀ ਹੋ,surprise 
"ਪ੍ਰਦਰਸ਼ਨੀ ਵਿੱਚ ਲਗਭਗ ਹਮੇਸ਼ਾ ਬੇਰਹਿਮ, ਸ਼ੈਤਾਨੀ ਅਤੇ ਅਣਮਨੁੱਖੀ ਤਸਵੀਰਾਂ ਹੁੰਦੀਆਂ ਹਨ, ਜੋ ਡਰ ਅਤੇ ਨਫ਼ਰਤ ਦੀਆਂ ਭਾਵਨਾਵਾਂ ਨੂੰ ਪੈਦਾ ਕਰਨ ਲਈ ਤਿਆਰ ਕੀਤੀਆਂ ਗਈਆਂ ਸਨ",fear
ਮੈਂ ਉਸਨੂੰ ਹੈਰਾਨ ਨਹੀਂ ਕੀਤਾ,surprise 
ਉਸਦੇ ਸ਼ਬਦਾਂ ਨੇ ਉਸਦੇ ਅੰਦਰ ਡਰ ਪੈਦਾ ਕਰ ਦਿੱਤਾ,fear
ਕੀ ਕੱਲ੍ਹ ਦਿੱਲੀ ਤੋਂ ਮੁੰਬਈ ਲਈ ਕੋਈ ਰੇਲ ਟਿਕਟ ਹੈ?,Neutral
ਕੀ ਤੁਹਾਡੇ ਕੋਲ ਕੋਈ ਕੂਪਨ ਹਨ,Neutral
ਰੱਬ 'ਤੇ ਭਰੋਸਾ ਕਰਨ ਦਾ ਮਤਲਬ ਹੈ ਕਿ ਸੁਧਾਰ ਲਿਆਉਣ ਵਾਲੇ ਡਰ ਅਤੇ ਉਥਲ-ਪੁਥਲ ਦੇ ਵਿਚਕਾਰ ਵੀ ਰੱਬ 'ਤੇ ਭਰੋਸਾ ਕਰਨਾ,fear
ਮੈਂ ਹੁਨਰ ਸਿੱਖਣ ਵਿੱਚ ਹੌਲੀ ਸੀ ਅਤੇ ਮੇਰੀਆਂ ਲੱਤਾਂ ਅਤੇ ਪਿੱਠ ਵਿੱਚ ਜਲਦੀ ਹੀ ਦਰਦ ਹੋਣ ਲੱਗਾ,Neutral
ਉਨ੍ਹਾਂ ਨੇ ਖੁਸ਼ੀ ਨਾਲ ਕਿਹਾ ਕਿ ਉਹ ਮੈਚ ਜਿੱਤ ਗਏ ਹਨ,happy
ਮੇਰੇ ਪੈਸੇ ਨੂੰ ਤੇਜ਼ ਮੂਰਖ ਪਾਓ,anger
