ਮੈਂ ਖੁਦ ਨਹੀਂ ਸਮਝ ਸਕਿਆ ਕਿ ਕੀ ਹੋ ਰਿਹਾ ਹੈ |,surprise 
"ਆਲ-ਅਮਰੀਕਨ ਸਰਪ੍ਰਾਈਜ਼, ਬਰਬਾਦ ਇਸ ਬੋਇਸ ਸਟੇਟ ਫੁੱਟਬਾਲਰ ਨੇ ਗੇਮ ਜਿੱਤੀ, ਅਤੇ ਕੁੜੀ",surprise 
ਪੈਸਾ ਅਜੇ ਵਾਪਸ ਨਹੀਂ ਆਇਆ ਆਦਮੀ,sad
ਇਹ ਹੈਰਾਨੀ ਦੀ ਗੱਲ ਹੈ ਕਿਉਂਕਿ ਉਸਨੇ ਪਹਿਲਾਂ ਐਲਾਨ ਕੀਤਾ ਸੀ ਕਿ ਉਹ ਯਕੀਨੀ ਤੌਰ 'ਤੇ ਲੀਡਰਸ਼ਿਪ ਉਮੀਦਵਾਰ ਨਹੀਂ ਹੋਣਗੇ,surprise 
ਮੈਰਿਟ ਲਿਸਟ ਵਿੱਚ ਤੇਰਾ ਨਾਮ ਦੇਖ ਕੇ ਮੇਰਾ ਮਨ ਖੁਸ਼ੀ ਨਾਲ ਭਰ ਗਿਆ,happy
ਉਹ ਜਾਂ ਤਾਂ ਸੀਜ਼ਨ ਲਈ ਸਟਾਕ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨ ਜਾਂ ਬ੍ਰੀਡਰਾਂ ਲਈ ਲੇਲੇ ਦੇ ਪਿੱਛੇ ਦਾ ਠੇਕਾ ਸਵੀਕਾਰ ਕਰਨ ਵਿੱਚ ਬਹੁਤ ਖੁਸ਼ ਜਾਪਦੇ ਹਨ,happy
"ਅਸ਼ਲੀਲ, ਸ਼ਰਾਬੀ ਅਤੇ ਭੈੜੀ, ਉਹ ਪੱਛਮੀ ਮੈਦਾਨੀ ਇਲਾਕਿਆਂ ਵਿੱਚ ਮਾਈਨਿੰਗ ਕਸਬਿਆਂ ਅਤੇ ਫੌਜੀ ਕਿਲ੍ਹਿਆਂ ਦੇ ਆਲੇ ਦੁਆਲੇ ਇੱਕ ਦਹਿਸ਼ਤ ਸੀ",fear
ਕੀ ਹੈ ਯਾਰ,anger
ਮੈਨੂੰ ਹੈਰਾਨੀ ਹੋਈ ਕਿ ਉਹ ਆਪਣੀ ਟੋਪੀ ਪਹਿਨ ਕੇ ਕਮਰੇ ਵਿੱਚ ਦਾਖਲ ਹੋਇਆ,surprise 
ਇਹ ਕਿਹੜਾ ਚਮਤਕਾਰ ਹੈ?,surprise 
ਕੈਬ ਡਰਾਈਵਰ ਨੇ ਦੁਬਾਰਾ ਰੱਦ ਕਰ ਦਿੱਤਾ,anger
ਬਹੁਤ ਫਾਲਤੂ ਵੈੱਬਸਾਈਟ ਤੁਹਾਡੇ ਭਰਾ,anger
ਉਸਨੇ ਗੁੱਸੇ ਭਰੇ ਲਹਿਜੇ ਵਿੱਚ ਕਿਹਾ,anger
ਅਸੀਂ ਮਨੁੱਖਤਾ ਦੇ ਦੁੱਖਾਂ ਅਤੇ ਬੇਇੱਜ਼ਤੀ 'ਤੇ ਗੁੱਸੇ ਅਤੇ ਸੋਗ ਨਾਲ ਆਪਣੇ ਆਪ ਦੇ ਨਾਲ ਸੀ,anger
"ਅਸਫਲਤਾਵਾਂ ਦੀ ਸਥਿਤੀ ਵਿੱਚ, ਕਿਸੇ ਨੂੰ ਲੋਕਾਂ ਦੀਆਂ ਟਿੱਪਣੀਆਂ ਅਤੇ ਆਲੋਚਨਾ ਤੋਂ ਡਰਨਾ ਨਹੀਂ ਚਾਹੀਦਾ",fear
ਕੋਰੋਨਾ ਦੌਰਾਨ ਸਕੂਲ ਖੋਲਣ ਤੋਂ ਇਨਕਾਰ ਕਰਨ ਵਾਲੇ ਪੈਰੋਂ ਨੂੰ ਹਾਰਾਨਾ ਪਿਆਰਾਨਾ ਬਚਿਆਂ ਨੂੰ ਫਿਰ ਸਕੂਲ ਭੇਜਣ ਦੀ ਕਰ ਰਹੇ ਹਨ,fear
"ਅਸੀਂ ਨਸ਼ੇ ਦੇ ਆਦੀ ਲੋਕਾਂ ਲਈ ਸੂਈ ਐਕਸਚੇਂਜ ਸਕੀਮਾਂ ਪ੍ਰਦਾਨ ਕਰਨ ਵਿੱਚ ਖੁਸ਼ ਹਾਂ, ਅਤੇ ਉਹਨਾਂ ਦੇ ਨਸ਼ੇ ਇਲਾਜ ਯੋਗ ਹਨ",happy
ਖ਼ਬਰ ਮਿਲਦਿਆਂ ਹੀ ਉਹ ਖ਼ੁਸ਼ੀ ਨਾਲ ਉਛਲ ਪਿਆ,happy
"ਹਾਲਾਂਕਿ, ਪੂਰਬੀ ਸ਼ੈਲੀ ਅਤੇ ਪੱਛਮੀ ਰਹਿਣ-ਸਹਿਣ ਦਾ ਇਹ ਖੁਸ਼ਹਾਲ ਜੋੜ ਹਮੇਸ਼ਾ ਇੰਨਾ ਸੌਖਾ ਨਹੀਂ ਰਿਹਾ ਹੈ",happy
"ਓਏ ਯਾਰ, ਇਹ ਕੈਬ ਵਾਲਾ ਪਰਸੋਂ ਆਉਂਦਾ ਜਾਪਦਾ ਹੈ",sad
"ਉਹ ਇਸ ਗੱਲ ਦੀਆਂ ਉਦਾਹਰਨਾਂ ਹਨ ਕਿ ਕਿਵੇਂ ਉਹ ਬੇਢੰਗੇ, ਸੰਘਰਸ਼ ਕਰਨਾ ਅਤੇ ਇੱਕ ਬੁਰਾ ਸੌਦਾ ਅਤੇ ਔਖੇ ਸਮੇਂ ਦਾ ਰਵੱਈਆ ਕਈ ਵਾਰ ਤੁਹਾਡੇ ਵਿਰੁੱਧ ਕੰਮ ਕਰ ਸਕਦਾ ਹੈ",Neutral
"ਫਿਰ ਵੀ ਜੇ ਕੁਝ ਵੀ ਹੋਵੇ, ਮੇਰਾ ਗੁੱਸਾ ਅਤੇ ਅਸੰਤੁਸ਼ਟੀ ਸ਼ਾਇਦ ਵਸਨੀਕਾਂ ਨਾਲੋਂ ਵੱਧ ਹੈ",anger
ਇਸ ਪੜਾਅ 'ਤੇ ਮੇਰਾ ਗੁੱਸਾ ਵੱਧ ਰਿਹਾ ਸੀ,anger
ਮੈਂ ਨਹੀਂ ਸੋਚਿਆ ਸੀ ਕਿ ਤੁਸੀਂ ਅਜਿਹਾ ਕਰੋਗੇ,surprise 
"ਇਸ ਦੀ ਬਜਾਏ, ਉਸ ਦੇ ਸਾਹਮਣੇ ਪਏ ਫੈਸਲੇ ਬਾਰੇ ਉਦਾਸੀ ਅਤੇ ਭਾਰੀ ਦਿਲ ਸੀ",sad
ਆਦਮੀ ਦੀ ਉਡਾਣ ਨੇ ਜ਼ਿੰਦਗੀ ਬਰਬਾਦ ਕਰ ਦਿੱਤੀ ਹੈ,sad
ਮੈਂ ਤੁਹਾਡੇ ਤੋਂ ਨਾਖੁਸ਼ ਹਾਂ,sad
ਉਹ ਜਵਾਬ ਦੇਣ ਲਈ ਬਹੁਤ ਹੈਰਾਨ ਸੀ,surprise 
"ਤੁਸੀਂ ਆਪਣੇ ਆਪ ਨੂੰ ਵਿਗ ਇਤਿਹਾਸਕਾਰਾਂ ਨਾਲ ਜੋੜਦੇ ਹੋ, ਹੈਨੋਵਰੀਅਨ ਸ਼ਾਸਨ ਦੀ ਜਿੱਤ ਨੂੰ ਤਰੱਕੀ ਅਤੇ ਵਿਹਾਰਕਤਾ ਦੀ ਜ਼ਰੂਰੀ ਜਿੱਤ ਵਜੋਂ ਦੇਖ ਕੇ ਖੁਸ਼ ਹੋ",happy
ਹਰ ਕੋਈ ਜਾਣਦਾ ਹੈ ਕਿ ਬੱਚੇ ਉਸ ਡੱਬੇ ਨਾਲ ਖੇਡਦੇ ਹੋਏ ਉਨੇ ਹੀ ਖੁਸ਼ ਹੋਣਗੇ ਜਿਵੇਂ ਇੱਕ ਤੋਹਫ਼ਾ ਮੌਜੂਦ ਹੁੰਦਾ ਹੈ,happy
ਕਮੀਨੇ,anger
ਉਹ ਆਪਣੀ ਇਸ ਹਰਕਤ ਤੋਂ ਸ਼ਰਮਿੰਦਾ ਸੀ,sad
ਮੈਂ ਹੈਰਾਨੀ ਨਾਲ ਦੇਖਿਆ ਜਦੋਂ ਦੋ ਲੜਾਕੂਆਂ ਨੇ ਝੜਪਾਂ ਦਾ ਵਪਾਰ ਕੀਤਾ ਅਤੇ ਫਿਰ ਬਿਜਲੀ ਦੀ ਇੱਕ ਚਮਕ ਆਈ ਜਿਸ ਨੇ ਮੇਰੀਆਂ ਅੱਖਾਂ ਨੂੰ ਚਮਕਾ ਦਿੱਤਾ,surprise 
ਤੁਸੀਂ ਅੱਜ ਇੰਨੇ ਉਦਾਸ ਅਤੇ ਉਦਾਸ ਕਿਉਂ ਦਿਖਾਈ ਦਿੰਦੇ ਹੋ?,sad
"ਵਿਰੋਧ ਪ੍ਰਦਰਸ਼ਨ ਗੁੱਸੇ ਦੇ ਵਿਸਫੋਟ ਸਨ ਜਿਸ ਵਿੱਚ ਆਮ ਤੌਰ 'ਤੇ ਕਿਤੇ ਵੀ 500 ਤੋਂ 1,000 ਦੇ ਵਿਚਕਾਰ ਪ੍ਰਦਰਸ਼ਨਕਾਰੀਆਂ ਨੇ ਸੜਦੇ ਬੈਰੀਕੇਡਾਂ ਨਾਲ ਵਿਅਸਤ ਸੜਕਾਂ ਨੂੰ ਰੋਕ ਦਿੱਤਾ",anger
ਤੁਹਾਡਾ ਸਾਰਥੀ ਦਾ ਧੰਨਵਾਦ,happy
ਇੰਨੇ ਪੈਸੇ ਲਈ ਬਹੁਤ ਸਾਰੇ ਚੈਨਲ,happy
ਜਾਨਵਰ ਡਰੇ ਹੋਏ ਸਨ,fear
ਗਰਜ ਨੇ ਬੱਚਿਆਂ ਨੂੰ ਡਰਾ ਦਿੱਤਾ,fear
"ਪਰ ਇਸ ਹਫ਼ਤੇ, ਮੇਰੀ ਹੈਰਾਨੀ ਲਈ, ਸ਼ਾਇਦ ਅਰਬ ਮੂਲ ਦਾ ਇੱਕ ਆਦਮੀ ਖੱਬੇ ਪਾਸੇ ਖੜ੍ਹਾ ਸੀ, ਚੜ੍ਹਾਈ ਕਰਨ ਵਾਲਿਆਂ ਦੇ ਜਾਲ ਨੂੰ ਰੋਕ ਰਿਹਾ ਸੀ",surprise 
ਗਰੀਬੀ ਨੇ ਉਹਨਾਂ ਦਾ ਜਿਊਣਾ ਦੁੱਭਰ ਕਰ ਦਿੱਤਾ,sad
"ਜੈਰੀ ਆਪਣੀਆਂ ਭਾਵਨਾਵਾਂ ਦੇ ਉਭਾਰ ਨੂੰ ਮਹਿਸੂਸ ਕਰ ਸਕਦੀ ਸੀ, ਕਿਉਂਕਿ ਉਸ ਦੇ ਅੰਦਰੂਨੀ ਵਿਚਾਰ ਨੇ ਅਚਾਨਕ ਪਛਤਾਵਾ, ਪਛਤਾਵਾ, ਉਦਾਸੀ ਅਤੇ ਦੋਸ਼ ਦੀਆਂ ਭਾਵਨਾਵਾਂ ਨੂੰ ਪ੍ਰਗਟ ਕੀਤ।",sad
ਤੁਹਾਨੂੰ ਆਪਣੇ ਆਪ ਨੂੰ ਕੁੱਤਾ ਕੀ ਮਿਲਿਆ ਹੈ,anger
"ਆਪਣਾ ਸਿਰ ਮੋੜਦਿਆਂ, ਮੇਰੀ ਮਾਂ ਨੇ ਲਗਭਗ 16 ਸਾਲ ਦੀ ਇੱਕ ਛੋਟੀ ਕੁੜੀ ਨੂੰ ਵੇਖਿਆ ਜੋ ਡਰ ਨਾਲ ਕੰਬ ਰਹੀ ਸੀ ਅਤੇ ਭਾਵਨਾਵਾਂ ਨਾਲ ਕੰਬ ਰਹੀ ਸੀ",fear
ਹੋਟਲ ਮੇਰੀਆਂ ਉਮੀਦਾਂ 'ਤੇ ਖਰਾ ਨਹੀਂ ਸੀ,sad
ਇਹ ਕਿਵੇਂ ਕੰਮ ਕਰੇਗਾ,sad
"ਸ਼ਹਿਰ ਦੇ ਮੱਧ ਵਿੱਚ ਦਹਿਸ਼ਤੀ ਹਮਲੇ, ਨਾਗਰਿਕਾਂ ਵਿੱਚ ਦਹਿਸ਼ਤ ਦਾ ਮਾਹੌਲ ਹੈ",fear
ਇਹ ਕੱਲ੍ਹ ਸੈਂਡਾਊਨ ਵਿਖੇ ਦੋ ਮੀਲ ਦੇ ਚੈਂਪੀਅਨ ਚੇਜ਼ਰਾਂ ਦੀ ਹੈਵੀਵੇਟ ਟੱਕਰ ਹੈ ਜਦੋਂ ਦੋਵੇਂ ਟਰਾਫੀ ਮੁਕਾਬਲੇ ਵਿੱਚ ਆਹਮੋ-ਸਾਹਮਣੇ ਹੋਣਗੇ,Neutral
ਖੁਸ਼ਹਾਲ ਜੋੜੇ ਨੂੰ ਸਥਾਨਕ ਪਾਦਰੀ ਫ੍ਰ ਦੁਆਰਾ ਵਿਆਹ ਵਿੱਚ ਸ਼ਾਮਲ ਕੀਤਾ ਗਿਆ ਸੀ. ਗੈਰੀ ਚੈਸਟਨਟ,happy
ਇਸ ਹੋਟਲ ਦੀ ਕੀਮਤ ਇੰਨੀ ਜ਼ਿਆਦਾ ਕਿਉਂ ਦਿਖਾਈ ਦੇ ਰਹੀ ਹੈ?,Neutral
"ਸਾਨੂੰ ਅੰਨ੍ਹੇ ਗੁੱਸੇ ਅਤੇ ਬਦਲੇ ਦੀ ਤੇਜ਼, ਸ਼ਕਤੀਸ਼ਾਲੀ ਊਰਜਾ ਨੂੰ ਪਾਸੇ ਰੱਖਣਾ ਚਾਹੀਦਾ ਹੈ, ਜੋ ਸਿਰਫ ਸਾਨੂੰ ਜਲਦਬਾਜ਼ੀ ਵਿੱਚ ਫੈਸਲੇ ਲੈਣ ਦੀ ਤਾਕਤ ਦੇ ਸਕਦੀ ਹੈ",anger
ਆਦਮੀ ਇਹ ਬਹੁਤ ਸੱਚ ਹੈ,happy
"ਤੁਹਾਨੂੰ ਉਸ ਵਿੰਡੋ ਦੇ ਅੰਦਰ ਇੱਕ ਕਨੈਕਟ ਬਟਨ 'ਤੇ ਕਲਿੱਕ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ ਅਤੇ ਪ੍ਰਕਿਰਿਆ ਨੂੰ ਪੂਰਾ ਕਰਨ ਲਈ ਉਡੀਕ ਕਰਨੀ ਚਾਹੀਦੀ ਹੈ, ਮੇਰੇ ਅਨੁਭਵ ਵਿੱਚ 20 ਸਕਿੰਟਾਂ ਤੋਂ ਘੱਟ",Neutral
"ਇੱਕ ਉਲਝਣ ਤੋਂ ਬਚੋ, ਮੀਟਲੋਫ ਸਰਪ੍ਰਾਈਜ਼ 'ਤੇ ਮੁਸਕਰਾਓ, ਅਤੇ ਬੇਸ਼ਕ ਆਪਣਾ ਬਟੂਆ ਖੋਲ੍ਹੋ",surprise 
"ਫਿਰ ਮੈਂ ਈਰਖਾ ਕਰਦਾ ਹਾਂ ਕਿਉਂਕਿ, ਜਿਵੇਂ ਕਿ ਇਹ ਕਹਿਣ ਨੂੰ ਮਹਿਸੂਸ ਹੁੰਦਾ ਹੈ, ਮੈਂ ਕਿਸੇ ਅਜਿਹੇ ਵਿਅਕਤੀ ਨੂੰ ਨਹੀਂ ਜਾਣਦਾ ਜੋ ਮੇਰੇ ਪੈਰਾਡਾਈਮ ਨੂੰ ਸਾਂਝਾ ਕਰਦਾ ਹੈ",Neutral
ਕੀ ਤੁਸੀਂ ਇੱਕ ਵੱਡੀ ਕਾਰ ਬੁੱਕ ਕਰ ਸਕਦੇ ਹੋ,Neutral
ਗੁੱਸੇ ਜਾਂ ਗੁੱਸੇ ਨਾਲ ਦੂਜਿਆਂ ਨੂੰ ਦੂਰ ਧੱਕਣ ਵਾਲੇ ਵਿਅਕਤੀ ਦਾ ਇੱਕ ਨਿਰੰਤਰ ਨਮੂਨਾ ਹੈ,anger
ਸਾਨੂੰ ਤੁਹਾਡੇ ਤੋਂ ਇਹ ਉਮੀਦ ਨਹੀਂ ਸੀ,sad
"ਖੁਸ਼ਹਾਲ ਜੋੜੇ ਨੇ ਪਰਿਵਾਰ, ਦੋਸਤਾਂ ਅਤੇ ਬਹੁਤ ਸਾਰੇ ਸ਼ੁਭਚਿੰਤਕਾਂ ਦੁਆਰਾ ਪਵਿੱਤਰ ਜਲ ਦੀ ਪ੍ਰੰਪਰਾ ਪ੍ਰਾਪਤ ਕੀਤੀ",happy
"ਫਿਰ ਉਸ ਦੀ ਉਦਾਸੀ ਅਤੇ ਉਦਾਸੀ ਨੇ ਉਸ ਨੂੰ ਘੇਰ ਲਿਆ ਅਤੇ ਉਹ ਮੁੜ ਕੇ ਰਿਵਤਾ ਦੇ ਕੋਲ ਗੋਡਿਆਂ ਭਾਰ ਡਿੱਗ ਪਿਆ, ਰੋਂਦਾ ਹੋਇਆ",sad
"ਦਲੇਰ ਲੋਕ ਸ਼ਾਂਤੀ ਦੀ ਖਾਤਰ, ਮੁਆਫ਼ ਕਰਨ ਤੋਂ ਨਹੀਂ ਡਰਦੇ।",fear
"ਉਸਨੇ ਆਪਣੇ ਬੁੱਲਾਂ ਨੂੰ ਇੱਕਠੇ ਕਰ ਲਿਆ, ਜਿਵੇਂ ਉਸਦੀ ਖਬਰ ਨੂੰ ਧੋਖਾ ਦੇਣ ਦੇ ਡਰੋਂ.",fear
ਮੈਂ ਜਿੰਦਗੀ ਵਿੱਚ ਕਈਆਂ ਨੂੰ ਰੋਂਦੇ ਦੇਖਿਆ ਹੈ,sad
"ਦੂਜੇ ਵਿਚਾਰਾਂ 'ਤੇ, ਨਾ ਤਾਂ ਅਪਾਰਟਮੈਂਟ ਦੇ ਮਾਲਕ ਅਤੇ ਨਾ ਹੀ ਮੇਰੇ ਕੋਲ ਦੁਖੀ ਹੋਣ ਦਾ ਕੋਈ ਕਾਰਨ ਸੀ",sad
ਚੈਨਲ ਫਿਰ ਬੰਦ ਹੋ ਗਏ,sad
ਰੇਲ ਦਾ ਸਫ਼ਰ ਬਹੁਤ ਵਧੀਆ ਸੀ,happy
ਰਿਫੰਡ ਦੀ ਸੰਭਾਵਨਾ ਕੀ ਹੈ,Neutral
ਖ਼ਬਰ ਸੁਣ ਕੇ ਬੰਦਾ ਹੈਰਾਨ ਰਹਿ ਗਿਆ,surprise 
ਰਿਚਾਰਜ ਦੋਸਤ ਲਈ ਧੰਨਵਾਦ,happy
"ਬੈਰੇਟ ਪਿਛਲੇ ਸੀਜ਼ਨ ਵਿੱਚ ਰੱਖਿਆ ਸਿੱਖਣ ਵਿੱਚ ਹੌਲੀ ਸੀ, ਪਰ ਉਹ ਅਥਲੈਟਿਕ, ਨਿਡਰ ਹੈ ਅਤੇ ਗੇਂਦ ਨੂੰ ਖੇਡ ਸਕਦਾ ਹੈ",Neutral
"ਐਲਬਰਟ ਆਪਣੀ ਦਬਦਬਾ, ਬੌਸੀ, ਧੱਕੇਸ਼ਾਹੀ, ਨਾਖੁਸ਼, ਭਿਆਨਕ ਮਾਂ ਨਾਲ ਰਹਿੰਦਾ ਹੈ",sad
ਹੈਰਾਨੀ ਨਾਲ ਦੇਖੋ ਕਿਉਂਕਿ ਆਲ ਆਇਰਲੈਂਡ ਹਰਲਿੰਗ ਫਾਈਨਲ ਵਿੱਚ ਫਾਈਨਲ ਫ੍ਰੀ ਲਿਆ ਗਿਆ ਹੈ ਅਤੇ ਅੰਤਮ ਸੀਟੀ ਤੁਰੰਤ ਬਾਅਦ ਵੱਜਦੀ ਹੈ,surprise 
ਮੇਰਾ ਦਿਲ ਖੁਸ਼ ਹੈ,happy
"ਕੌਡਲਜ਼ ਲਈ ਇੱਕ ਹੋਰ ਵਰਤੋਂ ਗਰਮ ਪਕੌੜਿਆਂ ਲਈ ਭਰਾਈ ਵਜੋਂ ਸੀ, ਆਮ ਤੌਰ 'ਤੇ ਵਾਈਨ ਜਾਂ ਵੇਰਜੂਸ, ਅੰਡੇ ਦੀ ਜ਼ਰਦੀ ਅਤੇ ਮੱਖਣ ਦੇ ਮਿਸ਼ਰਣ ਨਾਲ",Neutral
"ਮਜ਼ਾ ਆ ਗਿਆ ਭਾਈ, ਪੈਸੇ ਮੁੱਕ ਗਏ ਪਰ ਚੈਨਲ ਅਜੇ ਵੀ ਚੱਲ ਰਹੇ ਹਨ",happy
ਕੀ ਇੱਕ ਹਾਰਨ ਐਪ,anger
"ਮੇਰਾ ਇੱਕ ਦੋਸਤ ਹੈ, ਇੱਕ ਸਮਝਦਾਰ, ਤਰਕਸ਼ੀਲ ਪ੍ਰਾਣੀ, ਬਾਹਰੀ ਤੌਰ 'ਤੇ ਖੁੱਲ੍ਹੇ ਦਿਲ ਵਾਲਾ ਨਹੀਂ, ਪਰ ਜੇ ਦਬਾਇਆ ਗਿਆ ਤਾਂ ਇੱਕ ਗੈਰੀਬਾਲਡੀ ਸਾਂਝਾ ਕਰਨ ਵਿੱਚ ਖੁਸ਼ ਹਾਂ.",happy
"ਇੱਕ ਉਦਾਹਰਨ ਇੱਕ ਪ੍ਰਾਚੀਨ ਕਾਫ਼ੀ ਵਿਗਿਆਨ, ਦੀ ਫੌਜੀ ਮਾਮਲਿਆਂ ਵਿੱਚ ਵਰਤੋਂ ਹੈ",Neutral
ਇਹ ਹੋਟਲ ਚੰਗਾ ਹੈ,happy
"ਉਹ ਮੇਰੇ ਸਾਹਮਣੇ ਇੰਨੀ ਅਚਾਨਕ ਪ੍ਰਗਟ ਹੋਈ ਕਿ ਮੈਨੂੰ ਇੱਕ ਵਾਰ ਫਿਰ ਉਸਦੀ ਆਵਾਜ਼ ਸੁਣਨੀ ਪਈ, ਮੈਂ ਹੈਰਾਨ ਸੀ",surprise 
ਧੰਨਵਾਦ ਸਾਰਥੀ,happy
ਗਵਾਰ ਏ.ਪੀ.ਕੇ,anger
ਸਫਲਤਾ ਦੀ ਸਭ ਤੋਂ ਵੱਡੀ ਰੁਕਾਵਟ ਅਸਫਲਤਾ ਦਾ ਡਰ ਹੈ,fear
ਤਿੰਨ ਸਾਥੀ ਫਰਾਰ ਹੋ ਗਏ ਅਤੇ ਪੁਲਿਸ ਨੂੰ ਡਰ ਹੈ ਕਿ ਉਹ ਦੁਬਾਰਾ ਉਸੇ ਘਪਲੇ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਸਕਦੇ ਹਨ,fear
ਲੋਕ ਖੁੱਲ੍ਹ ਕੇ ਸੋਚਣ ਤੋਂ ਕਿਉਂ ਡਰਦੇ ਹਨ?,fear
"ਇੱਕ ਨਵਾਂ ਕਦਮ ਚੁੱਕਣਾ, ਇੱਕ ਨਵਾਂ ਸ਼ਬਦ ਬੋਲਣਾ, ਜਿਸ ਤੋਂ ਲੋਕ ਸਭ ਤੋਂ ਵੱਧ ਡਰਦੇ ਹਨ",fear
ਵਾਹ ਕੀ ਹਾਲ ਹੈ,happy
"ਸਿਰਫ ਆਪਣੀ ਸੀਟੀ ਨੂੰ ਗਿੱਲਾ ਕਰਨ ਲਈ ਬਹੁਤ ਖੁਸ਼, ਉਸਨੇ ਕੱਲ੍ਹ ਉਸਦੇ ਲੰਡਨ ਦਫਤਰਾਂ ਨੂੰ ਦੋ ਕੇਸ ਭੇਜੇ",happy
ਇਹ ਸਾਨੂੰ ਹੈਰਾਨ ਕਰਨਾ ਜਾਰੀ ਰੱਖਦਾ ਹੈ,surprise 
ਮੈਂ ਤੁਹਾਡੇ ਰਹਿਣ ਦੇ ਤਰੀਕੇ ਨੂੰ ਦੇਖ ਕੇ ਹੈਰਾਨ ਹਾਂ,surprise 
ਇਹ ਸੀਤਾ ਲਈ ਦੁਖਦਾਈ ਦਿਨ ਸੀ ਜਦੋਂ ਉਸਦੀ ਮਾਂ ਦੀ ਮੌਤ ਹੋ ਗਈ ਸੀ,sad
ਮੈਂ ਕਦੇ ਨਹੀਂ ਸੋਚਿਆ ਸੀ ਕਿ ਮੈਂ ਉਹ ਦਿਨ ਦੇਖਾਂਗਾ ਜਦੋਂ ਇਹ ਵਾਪਰੇਗਾ,surprise 
ਗਧੇ ਦੇ ਬੱਚੇ ਮੈਨੂੰ ਦੱਸੋ ਕਿ ਇਸ ਸਮੱਸਿਆ ਨੂੰ ਕਿਵੇਂ ਹੱਲ ਕੀਤਾ ਜਾਵੇ,anger
ਅੱਜ ਮੌਸਮ ਬਹੁਤ ਵਧੀਆ ਹੈ,happy
"ਮੈਂ ਸੋਚ ਰਿਹਾ ਸੀ ਕਿ ਇਹ ਸਭ ਇੱਕ ਸੁਪਨਾ ਹੋ ਸਕਦਾ ਹੈ, ਪਰ ਜਦੋਂ ਮੈਂ ਆਪਣੇ ਵੇਰਵਿਆਂ ਨੂੰ ਦੇਖਿਆ, ਤਾਂ ਮੈਂ ਆਪਣੇ ਆਪ ਨੂੰ ਹਕੀਕਤ ਵਿੱਚ ਲਿਆਉਣ ਲਈ ਹਿੱਲ ਗਿਆ",surprise 
ਤੁਹਾਨੂੰ ਮਿਲਕੇ ਅੱਛਾ ਲਗਿਆ,happy
"ਜਲਵਾਯੂ ਪਰਿਵਰਤਨ ਕਈ ਪ੍ਰਜਾਤੀਆਂ ਦੇ ਰੇਂਜ ਅਤੇ ਪ੍ਰਵਾਸੀ ਪੈਟਰਨ ਨੂੰ ਪ੍ਰਭਾਵਿਤ ਕਰਨ ਦੀ ਸੰਭਾਵਨਾ ਹੈ, ਜਿਵੇਂ ਕਿ ਇਹ ਕੈਨੇਡਾ ਵਾਰਬਲਰ",Neutral
ਤੁਹਾਡੇ ਮਨ ਵਿੱਚੋਂ ਗੁੱਸੇ ਨੂੰ ਬਾਹਰ ਕੱਢਣ ਲਈ ਸਫਾਈ ਇੱਕ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਤਰੀਕਾ ਹੈ,anger
ਮੈਂ ਖੁਸ਼ ਹਾਂ,happy
ਕਮਰੇ ਵਿੱਚ ਮੌਜੂਦ ਬਾਕੀ ਲੋਕਾਂ ਨੇ ਤੁਰੰਤ ਚਾਰੇ ਪਾਸੇ ਮੁਸਕਰਾਹਟ ਨਾਲ ਉਨ੍ਹਾਂ ਦਾ ਖੁਸ਼ੀ ਨਾਲ ਸਵਾਗਤ ਕੀਤਾ,happy
